Year,Month,Region,Model,Estimated_Deliveries,Production_Units,Avg_Price_USD,Battery_Capacity_kWh,Range_km,CO2_Saved_tons,Source_Type,Charging_Stations,Region_Code,Model_Code,Source_Type_Code
2019,12,Europe,Model S,5122.0,5430.0,74549.69,75,441,338.82,Interpolated (Month),12638,1,2,1
2022,4,Asia,Model S,12876.0,14702.0,81005.6,60,347,670.2,Official (Quarter),8716,0,2,2
2016,3,North America,Model X,6034.0,6249.0,76127.63,60,336,304.11,Estimated (Region),3878,3,3,0
2016,1,Europe,Model 3,10238.0,11326.0,110967.84,75,439,674.17,Estimated (Region),12620,1,1,0
2023,10,North America,Model Y,12266.0,12573.0,100235.19,82,481,884.99,Official (Quarter),4067,3,4,2
2019,6,Asia,Model Y,8909.0,9045.0,113778.44,82,484,646.79,Official (Quarter),12120,0,4,2
2022,7,North America,Model S,8707.0,9829.0,67937.84,82,466,608.62,Estimated (Region),13455,3,2,0
2022,10,Asia,Model S,10216.0,11129.0,82227.03,120,681,1043.56,Official (Quarter),7236,0,2,2
2023,12,North America,Cybertruck,12121.0,13346.0,64312.67,60,357,649.08,Interpolated (Month),6173,3,0,1
2022,4,Europe,Model Y,14226.0,15780.0,50003.7,75,448,955.99,Estimated (Region),12770,1,4,0
2022,10,Middle East,Model Y,10455.0,10975.0,60845.92,100,592,928.4,Estimated (Region),9259,2,4,0
2023,10,Asia,Cybertruck,9742.0,10574.0,111362.37,75,447,653.2,Interpolated (Month),9345,0,0,1
2025,4,Europe,Model 3,12743.0,14549.0,50429.01,82,470,898.38,Interpolated (Month),3295,1,1,1
2017,12,Middle East,Cybertruck,5773.0,6233.0,70156.17,75,430,372.36,Interpolated (Month),6599,2,0,1
2024,6,Middle East,Cybertruck,8995.0,9523.0,91249.02,82,462,623.35,Estimated (Region),5102,2,0,0
2019,7,Asia,Model S,12631.0,13913.0,71111.08,60,335,634.71,Official (Quarter),6644,0,2,2
2019,7,Asia,Model 3,9721.0,9856.0,60070.76,82,455,663.46,Estimated (Region),8075,0,1,0
2015,6,North America,Cybertruck,12581.0,13909.0,64907.49,100,556,1049.26,Estimated (Region),3174,3,0,0
2022,3,Middle East,Model 3,12989.0,13754.0,117323.37,75,428,833.89,Interpolated (Month),10212,2,1,1
2019,1,North America,Cybertruck,15450.0,16585.0,87005.96,120,680,1575.9,Interpolated (Month),9231,3,0,1
2021,7,Europe,Model X,6373.0,7051.0,97413.93,82,452,432.09,Estimated (Region),7940,1,3,0
2016,9,Europe,Model Y,13362.0,13563.0,66791.19,75,417,835.79,Interpolated (Month),7175,1,4,1
2017,6,Middle East,Model 3,9731.0,10800.0,92471.22,82,478,697.71,Official (Quarter),3973,2,1,2
2022,7,Middle East,Model Y,8274.0,8688.0,57515.28,60,334,414.53,Estimated (Region),3401,2,4,0
2015,12,Europe,Model 3,10531.0,11077.0,93464.09,60,331,522.86,Official (Quarter),13458,1,1,2
2015,12,Asia,Model 3,12833.0,14663.0,60574.05,82,468,900.88,Official (Quarter),14323,0,1,2
2021,2,Middle East,Model X,4938.0,5121.0,102386.27,60,337,249.62,Estimated (Region),13580,2,3,0
2016,12,Middle East,Cybertruck,1761.0,1942.0,100589.49,82,479,126.53,Interpolated (Month),4613,2,0,1
2015,6,Asia,Model 3,6240.0,6864.0,62062.39,120,671,628.06,Estimated (Region),3490,0,1,0
2015,3,Asia,Model 3,20337.625,21930.125,73659.66,60,341,1299.72,Official (Quarter),4127,0,1,2
2020,8,Middle East,Cybertruck,9384.0,10068.0,101697.73,100,593,834.71,Interpolated (Month),10515,2,0,1
2023,3,North America,Model X,13516.0,15356.0,66498.1,75,446,904.22,Interpolated (Month),6713,3,3,1
2018,1,Europe,Model X,10309.0,11575.0,118849.7,120,675,1043.79,Official (Quarter),14636,1,3,2
2019,9,Europe,Model X,6790.0,7203.0,114860.98,120,702,714.99,Official (Quarter),8027,1,3,2
2025,4,Europe,Model S,13977.0,14330.0,100949.91,82,458,960.22,Estimated (Region),9137,1,2,0
2025,8,North America,Cybertruck,8051.0,8372.0,74141.16,100,582,702.85,Interpolated (Month),13593,3,0,1
2018,10,Europe,Model X,8207.0,9267.0,110622.5,120,660,812.49,Estimated (Region),12336,1,3,0
2020,3,North America,Cybertruck,14135.0,15310.0,113114.19,75,447,947.75,Interpolated (Month),3109,3,0,1
2018,10,Asia,Model 3,15214.0,15983.0,107926.66,120,660,1506.19,Interpolated (Month),6693,0,1,1
2024,4,Middle East,Cybertruck,11345.0,11782.0,53652.95,100,550,935.96,Interpolated (Month),3265,2,0,1
2016,7,Europe,Model Y,12785.0,14297.0,86208.83,82,469,899.42,Estimated (Region),4769,1,4,0
2024,10,Europe,Model S,9425.0,10352.0,109844.8,82,461,651.74,Interpolated (Month),6926,1,2,1
2016,3,Middle East,Model 3,5024.0,5612.0,69236.42,60,354,266.77,Estimated (Region),8084,2,1,0
2022,5,Asia,Model X,6711.0,7424.0,75749.3,120,693,697.61,Official (Quarter),4199,0,3,2
2015,11,Asia,Model X,7548.0,8554.0,116895.6,82,486,550.25,Interpolated (Month),12714,0,3,1
2022,2,Middle East,Model 3,12532.0,13443.0,71390.35,60,345,648.53,Estimated (Region),7583,2,1,0
2020,8,North America,Model S,14895.0,15487.0,81404.28,100,576,1286.93,Official (Quarter),10963,3,2,2
2023,2,Asia,Model S,7884.0,8529.0,64980.5,82,470,555.82,Official (Quarter),6818,0,2,2
2025,5,Europe,Cybertruck,6127.0,6482.0,113632.87,60,359,329.94,Estimated (Region),5083,1,0,0
2018,5,Europe,Cybertruck,12296.0,13590.0,88952.52,120,681,1256.04,Interpolated (Month),13936,1,0,1
2017,2,Europe,Model X,5444.0,5940.0,70671.1,82,456,372.37,Official (Quarter),10819,1,3,2
2018,5,Europe,Model X,11900.0,12449.0,92954.65,120,713,1272.7,Interpolated (Month),12719,1,3,1
2015,11,Middle East,Model Y,13281.0,14670.0,97609.85,82,476,948.26,Interpolated (Month),12032,2,4,1
2020,3,Middle East,Cybertruck,7976.0,9096.0,71584.65,120,712,851.84,Interpolated (Month),12169,2,0,1
2020,2,Middle East,Model X,12077.0,12821.0,65238.99,75,448,811.57,Interpolated (Month),4567,2,3,1
2020,8,Asia,Model 3,16161.0,17831.0,58897.18,100,567,1374.49,Official (Quarter),10109,0,1,2
2025,12,Middle East,Cybertruck,11972.0,12429.0,106953.95,82,476,854.8,Interpolated (Month),13057,2,0,1
2020,3,Europe,Model X,6591.0,7080.0,56028.13,100,577,570.45,Official (Quarter),9033,1,3,2
2024,12,North America,Cybertruck,10873.0,12142.0,67409.5,120,700,1141.66,Estimated (Region),13826,3,0,0
2016,11,Asia,Model S,15062.0,16535.0,109192.31,60,350,790.75,Official (Quarter),8159,0,2,2
2024,9,Europe,Model 3,14493.0,16180.0,87455.16,100,589,1280.46,Official (Quarter),10149,1,1,2
2018,4,Middle East,Model Y,15674.0,17727.0,119689.82,100,579,1361.29,Estimated (Region),12749,2,4,0
2018,9,North America,Model 3,11480.0,12317.0,57630.95,75,421,724.96,Official (Quarter),6803,3,1,2
2021,7,Asia,Model X,5107.0,5575.0,98722.2,120,680,520.91,Official (Quarter),4295,0,3,2
2020,11,Middle East,Cybertruck,10833.0,11738.0,67921.48,120,699,1135.84,Estimated (Region),4395,2,0,0
2017,1,Europe,Model 3,2425.0,2452.0,85043.7,100,589,214.25,Interpolated (Month),11485,1,1,1
2021,4,Asia,Model Y,1178.0,1245.0,59860.8,120,697,123.16,Estimated (Region),11746,0,4,0
2024,1,Asia,Model Y,7061.0,7806.0,68208.12,82,489,517.92,Estimated (Region),9361,0,4,0
2016,11,North America,Model Y,10587.0,10768.0,76868.72,75,429,681.27,Estimated (Region),7428,3,4,0
2017,6,Middle East,Cybertruck,12970.0,13984.0,54792.11,100,568,1105.04,Official (Quarter),14049,2,0,2
2016,5,North America,Cybertruck,16123.0,16490.0,54294.47,75,441,1066.54,Official (Quarter),8517,3,0,2
2018,6,North America,Model 3,10312.0,10533.0,60601.19,75,428,662.03,Estimated (Region),10148,3,1,0
2017,11,Middle East,Model S,11833.0,13467.0,52804.14,82,462,820.03,Estimated (Region),5490,2,2,0
2020,6,Asia,Model Y,5283.0,6019.0,76849.72,82,471,373.24,Estimated (Region),13754,0,4,0
2019,2,Europe,Model 3,8446.0,8703.0,103834.28,100,571,723.4,Estimated (Region),9784,1,1,0
2024,6,North America,Model Y,11466.0,12672.0,102943.23,60,353,607.12,Estimated (Region),8734,3,4,0
2019,10,Asia,Model 3,11179.0,12250.0,66497.78,75,439,736.14,Interpolated (Month),13484,0,1,1
2024,6,Asia,Model 3,6370.0,7253.0,107838.04,75,425,406.09,Interpolated (Month),6269,0,1,1
2016,1,Middle East,Cybertruck,11583.0,13270.0,62668.39,120,711,1235.33,Estimated (Region),8907,2,0,0
2015,5,Middle East,Model 3,14717.0,16896.0,60529.18,100,579,1278.17,Official (Quarter),7570,2,1,2
2016,1,Asia,Model 3,11696.0,12851.0,84873.7,100,577,1012.29,Interpolated (Month),11630,0,1,1
2023,10,North America,Cybertruck,11110.0,11165.0,56375.91,75,414,689.93,Official (Quarter),7016,3,0,2
2017,3,Europe,Model Y,9278.0,10038.0,80297.12,60,331,460.65,Interpolated (Month),4988,1,4,1
2020,11,Asia,Model X,4025.0,4178.0,107759.44,60,344,207.69,Estimated (Region),9520,0,3,0
2017,9,Asia,Cybertruck,12488.0,13915.0,52725.66,120,710,1329.97,Official (Quarter),10434,0,0,2
2024,9,Middle East,Cybertruck,5699.0,5706.0,117904.02,100,571,488.12,Official (Quarter),14632,2,0,2
2023,3,Europe,Model 3,7479.0,7943.0,66291.12,82,471,528.39,Official (Quarter),13469,1,1,2
2024,12,Asia,Cybertruck,6440.0,7318.0,95446.99,82,454,438.56,Official (Quarter),4624,0,0,2
2023,6,Europe,Cybertruck,14025.0,15507.0,56943.62,120,714,1502.08,Interpolated (Month),5580,1,0,1
2022,10,Europe,Model S,10973.0,11389.0,86218.09,75,413,679.78,Estimated (Region),6174,1,2,0
2019,4,Asia,Cybertruck,1912.0,1967.0,71662.87,82,490,140.53,Interpolated (Month),7933,0,0,1
2021,3,Europe,Model Y,9365.0,9687.0,86116.21,100,562,789.47,Estimated (Region),14286,1,4,0
2025,5,Middle East,Model S,12152.0,13861.0,50299.72,82,487,887.7,Official (Quarter),3797,2,2,2
2024,2,Middle East,Model 3,16451.0,18505.0,58505.78,82,484,1194.34,Interpolated (Month),8775,2,1,1
2017,6,North America,Model 3,6303.0,6678.0,68499.34,60,336,317.67,Interpolated (Month),8796,3,1,1
2021,1,Middle East,Model S,8899.0,9334.0,93632.01,100,552,736.84,Official (Quarter),3286,2,2,2
2017,7,Middle East,Model X,4965.0,5147.0,54041.25,82,467,347.8,Estimated (Region),5810,2,3,0
2018,4,Asia,Cybertruck,6334.0,6575.0,50902.82,100,577,548.21,Interpolated (Month),13213,0,0,1
2016,10,Middle East,Model S,7230.0,7892.0,69647.83,100,560,607.32,Official (Quarter),9198,2,2,2
2022,5,Europe,Cybertruck,12897.0,14591.0,106099.18,75,447,864.74,Estimated (Region),4181,1,0,0
2025,7,North America,Cybertruck,5648.0,6470.0,100906.96,60,340,288.05,Interpolated (Month),4114,3,0,1
2021,8,Asia,Model Y,5288.0,5423.0,65878.6,120,694,550.48,Official (Quarter),8081,0,4,2
2017,9,Asia,Model S,11877.0,11996.0,56644.26,75,449,799.92,Estimated (Region),6919,0,2,0
2019,3,North America,Model 3,11351.0,12709.0,110505.64,60,343,584.01,Interpolated (Month),8701,3,1,1
2023,12,Asia,Model 3,9504.0,10285.0,58123.74,82,451,642.95,Estimated (Region),3613,0,1,0
2016,9,Asia,Cybertruck,12055.0,13630.0,103624.53,100,589,1065.06,Official (Quarter),10979,0,0,2
2017,4,North America,Cybertruck,10057.0,10390.0,52725.1,120,662,998.66,Estimated (Region),5102,3,0,0
2021,4,North America,Model Y,4781.0,5355.0,80907.38,60,344,246.7,Estimated (Region),13185,3,4,0
2018,6,Europe,Cybertruck,9691.0,10853.0,88828.09,60,354,514.59,Official (Quarter),10577,1,0,2
2015,2,Asia,Model S,12347.0,12514.0,108471.17,82,464,859.35,Interpolated (Month),5238,0,2,1
2017,3,Europe,Model X,18358.0,19736.0,97573.42,120,664,1609.9825,Official (Quarter),6296,1,3,2
2022,9,Middle East,Cybertruck,8801.0,9121.0,119417.11,120,671,885.82,Interpolated (Month),9906,2,0,1
2025,2,North America,Cybertruck,12396.0,12952.0,75141.48,82,480,892.51,Official (Quarter),10335,3,0,2
2025,6,North America,Model X,8118.0,8480.0,82937.9,82,454,552.84,Estimated (Region),3551,3,3,0
2021,1,Europe,Model Y,6006.0,6528.0,113282.45,120,679,611.71,Estimated (Region),11043,1,4,0
2016,9,Asia,Model 3,8273.0,9112.0,72757.28,120,701,869.91,Official (Quarter),3835,0,1,2
2022,4,Europe,Model 3,6584.0,6812.0,105856.02,100,578,570.83,Interpolated (Month),3069,1,1,1
2015,4,Europe,Model X,8458.0,9039.0,88193.18,120,716,908.39,Interpolated (Month),7633,1,3,1
2025,4,North America,Model X,8085.0,8158.0,66600.37,100,571,692.48,Official (Quarter),11766,3,3,2
2017,11,Asia,Model Y,12725.0,12726.0,110946.83,60,353,673.79,Official (Quarter),10527,0,4,2
2019,5,Europe,Model Y,11892.0,12905.0,69226.61,82,470,838.39,Interpolated (Month),7005,1,4,1
2023,9,Middle East,Cybertruck,7649.0,8709.0,104272.1,120,694,796.26,Interpolated (Month),11347,2,0,1
2016,8,Europe,Model X,14658.0,16528.0,89285.6,120,691,1519.3,Estimated (Region),4377,1,3,0
2015,12,Middle East,Model X,15316.0,17145.0,83706.56,75,416,955.72,Interpolated (Month),4502,2,3,1
2025,6,Middle East,Cybertruck,14633.0,14680.0,101705.69,100,597,1310.39,Official (Quarter),13347,2,0,2
2025,9,Asia,Model S,7957.0,8516.0,111167.38,60,331,395.07,Official (Quarter),13669,0,2,2
2015,6,Europe,Cybertruck,9777.0,10705.0,66810.19,82,454,665.81,Estimated (Region),4546,1,0,0
2017,7,Middle East,Model Y,14085.0,14963.0,80026.1,120,692,1462.02,Estimated (Region),11357,2,4,0
2022,12,Middle East,Model 3,4224.0,4317.0,95768.1,120,700,443.52,Estimated (Region),12025,2,1,0
2022,2,North America,Model 3,6869.0,7674.0,115156.54,75,421,433.78,Estimated (Region),9923,3,1,0
2015,9,North America,Model Y,7812.0,8720.0,81730.22,100,576,674.96,Estimated (Region),8289,3,4,0
2021,10,Europe,Model X,9106.0,9660.0,97568.63,60,332,453.48,Official (Quarter),10124,1,3,2
2018,11,Middle East,Model X,7086.0,7874.0,88267.41,75,445,472.99,Estimated (Region),9647,2,3,0
2016,1,Asia,Model X,10152.0,10455.0,97615.98,60,332,505.57,Official (Quarter),3367,0,3,2
2024,12,North America,Model S,8547.0,8647.0,79830.61,120,716,917.95,Interpolated (Month),5612,3,2,1
2020,5,Middle East,Cybertruck,9728.0,10431.0,86422.65,120,718,1047.71,Interpolated (Month),14589,2,0,1
2021,5,North America,Model 3,8739.0,9597.0,65989.81,82,462,605.61,Interpolated (Month),6778,3,1,1
2023,8,Europe,Cybertruck,7527.0,8034.0,88063.37,100,555,626.62,Interpolated (Month),14185,1,0,1
2024,5,Middle East,Cybertruck,15342.0,15732.0,50011.04,75,439,1010.27,Interpolated (Month),4333,2,0,1
2020,10,Europe,Model 3,7703.0,8579.0,92420.97,120,694,801.88,Official (Quarter),3642,1,1,2
2024,2,Europe,Cybertruck,7689.0,8468.0,73864.15,75,432,498.25,Estimated (Region),13086,1,0,0
2025,11,North America,Cybertruck,15743.0,16485.0,55926.89,120,687,1609.9825,Interpolated (Month),11977,3,0,1
2016,10,Asia,Model X,10492.0,11662.0,85438.62,75,436,686.18,Interpolated (Month),3851,0,3,1
2018,3,Asia,Model X,13571.0,15334.0,70260.77,120,688,1400.53,Official (Quarter),10432,0,3,2
2020,1,North America,Cybertruck,12259.0,13450.0,52050.96,100,580,1066.53,Official (Quarter),9114,3,0,2
2018,4,North America,Model 3,13029.0,13284.0,92419.79,100,592,1156.98,Interpolated (Month),3539,3,1,1
2019,6,North America,Cybertruck,11949.0,13109.0,58984.49,60,349,625.53,Official (Quarter),14789,3,0,2
2025,6,Asia,Model X,9651.0,10848.0,51726.46,75,437,632.62,Official (Quarter),14189,0,3,2
2023,10,Middle East,Model X,4490.0,4791.0,109589.75,100,588,396.02,Official (Quarter),6457,2,3,2
2023,10,Asia,Model S,9602.0,10279.0,72016.23,60,351,505.55,Official (Quarter),12915,0,2,2
2025,11,Asia,Model 3,8454.0,8870.0,107424.15,60,335,424.81,Estimated (Region),8575,0,1,0
2021,8,Middle East,Cybertruck,9993.0,9998.0,66905.44,100,575,861.9,Interpolated (Month),7559,2,0,1
2016,12,Asia,Model 3,3988.0,4307.0,110897.84,120,667,399.0,Interpolated (Month),12486,0,1,1
2020,12,Asia,Model X,14723.0,15352.0,66744.78,60,353,779.58,Interpolated (Month),3676,0,3,1
2023,5,Asia,Model S,10226.0,11530.0,80384.98,75,447,685.65,Official (Quarter),10083,0,2,2
2023,4,Asia,Model X,8362.0,8893.0,75237.3,120,707,886.79,Official (Quarter),9288,0,3,2
2024,12,North America,Model Y,11479.0,12534.0,87170.22,100,584,1005.56,Interpolated (Month),10648,3,4,1
2018,4,Europe,Model 3,10049.0,10153.0,56291.38,100,580,874.26,Estimated (Region),7091,1,1,0
2022,11,North America,Model Y,7778.0,8204.0,115530.24,82,453,528.52,Official (Quarter),11080,3,4,2
2025,3,North America,Model 3,6581.0,6910.0,64552.18,60,354,349.45,Interpolated (Month),10494,3,1,1
2021,5,Middle East,Model S,15090.0,16520.0,67998.3,100,597,1351.31,Interpolated (Month),5037,2,2,1
2015,6,North America,Model S,8199.0,8753.0,59041.16,120,717,881.8,Estimated (Region),10274,3,2,0
2016,4,Middle East,Model S,12031.0,13690.0,84787.44,100,599,1080.99,Estimated (Region),13217,2,2,0
2017,1,Middle East,Model Y,8095.0,9052.0,112431.05,100,571,693.34,Estimated (Region),13919,2,4,0
2018,6,Middle East,Model 3,16782.0,18992.0,89051.16,75,448,1127.75,Interpolated (Month),3584,2,1,1
2021,1,Europe,Model 3,11739.0,13015.0,112633.34,75,416,732.51,Estimated (Region),14882,1,1,0
2019,7,North America,Model Y,13026.0,14158.0,61655.25,100,585,1143.03,Official (Quarter),5110,3,4,2
2016,2,North America,Model 3,8517.0,8725.0,77375.71,75,448,572.34,Estimated (Region),6097,3,1,0
2021,3,Middle East,Cybertruck,5611.0,6402.0,112445.2,100,576,484.79,Official (Quarter),9523,2,0,2
2024,3,Europe,Cybertruck,8489.0,8936.0,61697.01,82,452,575.55,Official (Quarter),7628,1,0,2
2018,5,North America,Model 3,14549.0,16062.0,99042.8,82,481,1049.71,Official (Quarter),13474,3,1,2
2017,7,North America,Model X,7576.0,8078.0,95452.56,82,489,555.7,Interpolated (Month),3768,3,3,1
2023,10,Middle East,Model Y,14734.0,15978.0,61356.07,100,565,1248.71,Interpolated (Month),13799,2,4,1
2015,9,Middle East,Cybertruck,6086.0,6274.0,50769.71,120,668,609.82,Official (Quarter),13800,2,0,2
2016,5,North America,Model X,10226.0,11707.0,80274.85,120,678,1039.98,Estimated (Region),9073,3,3,0
2020,1,Europe,Model Y,8304.0,8877.0,70039.59,75,421,524.4,Interpolated (Month),10742,1,4,1
2022,12,Middle East,Model X,11779.0,12668.0,112583.82,60,358,632.53,Interpolated (Month),12688,2,3,1
2025,11,Asia,Model Y,8686.0,8798.0,91471.18,120,705,918.54,Estimated (Region),5288,0,4,0
2022,7,North America,Model 3,8531.0,9379.0,73919.83,120,701,897.03,Interpolated (Month),3236,3,1,1
2017,10,North America,Model X,7030.0,7700.0,91951.15,82,458,482.96,Official (Quarter),11461,3,3,2
2018,5,Asia,Model X,11713.0,12376.0,54342.57,60,340,597.36,Estimated (Region),9071,0,3,0
2018,3,Europe,Model X,7221.0,7258.0,77433.74,82,479,518.83,Estimated (Region),5321,1,3,0
2023,6,Asia,Model X,13321.0,14199.0,70849.31,82,469,937.13,Estimated (Region),3854,0,3,0
2022,9,Asia,Cybertruck,9064.0,9252.0,102371.33,100,573,779.05,Official (Quarter),12395,0,0,2
2016,3,Asia,Model 3,15568.0,16533.0,58532.03,60,335,782.29,Estimated (Region),11173,0,1,0
2015,8,North America,Model 3,16705.0,18976.0,93696.66,82,455,1140.12,Estimated (Region),14277,3,1,0
2023,9,North America,Model 3,8845.0,9670.0,96317.25,82,463,614.29,Estimated (Region),6840,3,1,0
2019,9,Middle East,Model S,10972.0,11213.0,61176.64,75,442,727.44,Interpolated (Month),10395,2,2,1
2020,1,Europe,Model X,12267.0,13257.0,85609.42,82,460,846.42,Estimated (Region),11937,1,3,0
2017,9,Middle East,Model X,10095.0,10441.0,91779.63,82,489,740.47,Estimated (Region),14149,2,3,0
2019,8,North America,Model Y,8798.0,9658.0,78363.8,75,434,572.75,Official (Quarter),4289,3,4,2
2025,7,Middle East,Model Y,9589.0,10815.0,67300.15,60,330,474.66,Official (Quarter),10430,2,4,2
2021,12,Europe,Model X,10220.0,10830.0,61910.68,75,422,646.93,Estimated (Region),6158,1,3,0
2017,5,Europe,Model Y,3928.0,4343.0,107198.97,75,432,254.53,Estimated (Region),14604,1,4,0
2017,2,Europe,Cybertruck,14501.0,16437.0,70118.67,60,341,741.73,Interpolated (Month),3697,1,0,1
2023,5,Middle East,Model S,11264.0,12716.0,99013.18,82,473,799.18,Estimated (Region),10314,2,2,0
2023,11,Europe,Cybertruck,15370.0,16023.0,94806.33,100,580,1337.19,Interpolated (Month),4841,1,0,1
2022,2,Asia,Model X,10212.0,11322.0,80523.38,120,697,1067.66,Official (Quarter),7086,0,3,2
2017,7,Europe,Model S,2321.0,2587.0,78676.97,120,699,243.36,Interpolated (Month),6122,1,2,1
2016,1,Europe,Model X,7412.0,7789.0,107037.76,60,332,369.12,Interpolated (Month),13737,1,3,1
2019,7,Europe,Cybertruck,4589.0,5205.0,57243.25,120,699,481.16,Official (Quarter),13883,1,0,2
2025,10,Europe,Model 3,7677.0,8705.0,119881.22,75,419,482.5,Official (Quarter),4444,1,1,2
2024,12,Middle East,Model S,6156.0,6299.0,94129.52,60,352,325.04,Interpolated (Month),13315,2,2,1
2021,11,Asia,Model S,4017.0,4053.0,72785.23,82,456,274.76,Interpolated (Month),11519,0,2,1
2019,11,North America,Model 3,9770.0,10883.0,64419.17,75,439,643.35,Official (Quarter),3253,3,1,2
2016,6,Europe,Model X,13711.0,15380.0,95953.5,82,456,937.83,Estimated (Region),7059,1,3,0
2024,12,North America,Model 3,9134.0,9485.0,57062.22,82,475,650.8,Estimated (Region),11158,3,1,0
2022,10,Asia,Cybertruck,8838.0,9805.0,106771.08,120,711,942.57,Official (Quarter),14899,0,0,2
2015,2,Europe,Cybertruck,5325.0,5514.0,100975.14,82,466,372.22,Interpolated (Month),10587,1,0,1
2025,1,North America,Model 3,2960.0,3135.0,62589.11,82,462,205.13,Interpolated (Month),8460,3,1,1
2018,4,North America,Model X,6612.0,7086.0,115020.17,100,566,561.36,Interpolated (Month),8584,3,3,1
2015,7,Middle East,Model S,6812.0,6939.0,101160.72,120,716,731.61,Estimated (Region),5174,2,2,0
2022,8,North America,Model S,13179.0,14454.0,107870.94,82,455,899.47,Official (Quarter),9057,3,2,2
2021,6,Middle East,Model 3,6935.0,7185.0,115528.79,120,691,718.81,Interpolated (Month),7377,2,1,1
